day_of_year,time_minutes,longitude,latitude,occupancy
323,612,77.570918,12.98341,low
303,1159,77.637162,12.956897,high
115,1059,77.595321,12.905142,high
96,1154,77.626582,12.954101,medium
180,435,77.583645,12.956454,medium
325,548,77.573545,12.951543,medium
48,492,77.577022,12.977042,medium
214,701,77.558834,12.979705,low
362,920,77.63193,12.906561,low
58,1238,77.559049,12.984571,low
181,977,77.593851,12.900069,high
352,789,77.559999,12.933022,high
123,991,77.647528,12.949394,medium
362,886,77.563021,12.953605,high
296,826,77.595102,12.956021,medium
57,1230,77.597165,12.976018,high
193,1047,77.579832,12.904542,high
234,648,77.56096,12.965105,high
98,554,77.634339,12.950802,medium
75,1209,77.623648,12.989859,low
165,824,77.600482,12.921663,low
257,1216,77.631013,12.909929,low
326,1293,77.582186,12.981891,high
156,1110,77.57644,12.984977,low
196,1040,77.619563,12.941809,low
163,522,77.593293,12.972792,medium
177,629,77.570556,12.986515,high
60,620,77.551568,12.919229,medium
279,1081,77.6466,12.977626,high
135,1276,77.649924,12.922569,medium
312,1275,77.574289,12.952595,low
358,1298,77.587949,12.940267,high
3,1181,77.597476,12.955558,medium
168,1185,77.558232,12.920245,low
278,928,77.57024,12.919194,medium
273,1017,77.582249,12.953463,high
100,710,77.597976,12.9899,medium
282,405,77.559138,12.980087,high
110,1148,77.556558,12.961661,high
135,993,77.574658,12.951091,low
31,425,77.584448,12.930989,medium
89,1320,77.587547,12.917378,high
142,1024,77.592988,12.952297,low
180,584,77.621322,12.936874,medium
244,539,77.56519,12.94454,high
29,730,77.576941,12.910973,high
361,1302,77.628868,12.900393,high
152,495,77.595846,12.974262,low
136,1257,77.596705,12.912611,high
237,1230,77.648249,12.901787,medium
33,374,77.582609,12.962428,low
54,1232,77.577364,12.930396,low
319,1296,77.582858,12.923912,low
252,611,77.591505,12.950109,medium
172,940,77.565281,12.947604,high
44,452,77.628737,12.980061,medium
231,698,77.553284,12.961157,high
327,713,77.560785,12.977867,high
116,395,77.605073,12.939919,medium
347,1317,77.611375,12.97222,high
327,734,77.56796,12.939227,medium
150,1123,77.605217,12.929728,medium
16,389,77.564659,12.965443,medium
67,578,77.644027,12.977241,medium
181,805,77.585866,12.938913,low
186,1208,77.63957,12.934452,high
240,923,77.588669,12.975272,medium
307,810,77.559289,12.960625,low
119,759,77.587009,12.932503,low
320,1199,77.637741,12.928815,medium
131,519,77.566311,12.985192,high
1,863,77.619168,12.979268,low
58,823,77.646953,12.966885,medium
26,930,77.628104,12.961111,low
214,406,77.649073,12.938826,low
260,1129,77.59769,12.935084,medium
127,1061,77.601417,12.930518,high
148,446,77.604655,12.923647,medium
91,474,77.589994,12.957839,medium
186,1168,77.554032,12.973129,high
303,1130,77.585718,12.949442,high
215,804,77.630857,12.949458,medium
263,1190,77.57005,12.901566,medium
166,957,77.620337,12.985533,high
145,499,77.618167,12.965764,medium
291,836,77.575925,12.942775,high
54,654,77.603076,12.960138,low
142,548,77.563193,12.916821,high
309,889,77.551133,12.919049,medium
260,520,77.551794,12.987912,low
323,796,77.559445,12.976117,low
267,1004,77.640417,12.934603,high
105,1135,77.646566,12.97211,high
69,863,77.550032,12.972358,medium
217,753,77.624773,12.968226,high
148,687,77.562395,12.922546,medium
72,1307,77.633817,12.985915,low
160,1144,77.619542,12.971234,high
3,674,77.62863,12.920654,low
171,1050,77.627918,12.901572,low
192,849,77.55271,12.965611,high
229,841,77.648444,12.962949,high
295,521,77.551912,12.914291,high
123,733,77.622867,12.968638,low
236,1302,77.563019,12.941029,low
173,1048,77.623365,12.986295,low
1,610,77.587054,12.932803,high
332,799,77.63041,12.904646,high
100,1133,77.5813,12.962419,high
295,1171,77.585342,12.96629,low
223,579,77.633663,12.969147,high
36,1280,77.628828,12.974605,medium
70,803,77.64384,12.972558,high
297,624,77.604139,12.9874,high
3,917,77.551797,12.945765,medium
198,962,77.5535,12.905078,medium
312,501,77.583116,12.957152,medium
72,1149,77.620003,12.948574,medium
207,1027,77.641509,12.901621,high
110,571,77.575142,12.947627,low
107,1137,77.59329,12.980947,medium
77,844,77.580538,12.968495,high
351,633,77.588173,12.936068,high
215,1245,77.601549,12.988665,low
119,542,77.594455,12.973439,medium
98,1177,77.567986,12.935522,high
335,915,77.578016,12.930658,medium
199,751,77.568748,12.985013,low
226,550,77.579571,12.903327,low
192,889,77.566137,12.90225,medium
213,1173,77.610503,12.937515,medium
44,934,77.602391,12.905312,low
285,1001,77.607128,12.972156,medium
210,1068,77.632497,12.98315,high
63,692,77.637874,12.980838,medium
269,365,77.62359,12.966717,medium
105,905,77.63338,12.900545,medium
129,779,77.566637,12.909553,medium
164,1131,77.614679,12.952803,low
216,1251,77.595639,12.910255,high
184,837,77.622747,12.944869,high
61,801,77.632951,12.985957,low
317,366,77.596948,12.925306,low
218,655,77.632949,12.974456,high
45,1019,77.588053,12.985178,high
346,1113,77.616871,12.929877,medium
303,1239,77.560882,12.965672,high
332,631,77.55358,12.905764,medium
93,864,77.637427,12.959832,low
117,452,77.605089,12.901984,low
58,1312,77.583236,12.943653,low
268,432,77.595618,12.95756,medium
44,417,77.629317,12.920805,high
211,670,77.577544,12.984937,low
270,878,77.603817,12.95843,low
338,1297,77.589797,12.919722,high
66,759,77.586325,12.938469,high
345,587,77.636879,12.901043,low
214,565,77.580044,12.955986,low
291,1158,77.590026,12.982148,high
41,1265,77.581482,12.905202,medium
304,513,77.626059,12.982148,low
70,547,77.631527,12.908334,high
79,1107,77.567357,12.938806,high
182,1056,77.575836,12.933561,high
70,1264,77.609848,12.986108,low
36,807,77.598881,12.989202,high
303,1278,77.644305,12.917372,high
190,1017,77.61561,12.92341,high
219,1269,77.640708,12.914045,high
88,963,77.57106,12.971539,low
155,836,77.580219,12.922872,medium
182,985,77.624748,12.975086,medium
193,899,77.580846,12.93875,high
16,448,77.632519,12.926512,low
203,743,77.638741,12.906233,low
241,693,77.593055,12.909669,low
328,957,77.598418,12.976552,medium
310,815,77.566005,12.93837,low
122,1195,77.557031,12.901845,medium
157,604,77.636973,12.974394,low
84,1291,77.645047,12.96021,medium
24,1287,77.625594,12.92101,low
280,878,77.591509,12.963528,high
295,1243,77.555366,12.94676,high
157,579,77.589429,12.982759,medium
115,425,77.614307,12.932508,medium
221,459,77.599825,12.982849,high
173,493,77.574157,12.919774,low
158,698,77.633242,12.930475,low
203,943,77.607484,12.982472,high
309,1118,77.567666,12.949261,low
193,454,77.588409,12.908047,high
138,1003,77.583641,12.942356,medium
25,452,77.620579,12.917065,high
160,994,77.610863,12.946049,high
317,651,77.57823,12.97785,low
165,857,77.609162,12.988378,low
137,501,77.55953,12.951435,low
228,784,77.641999,12.973276,low
145,1271,77.596955,12.956575,medium
311,884,77.590363,12.965362,high
352,640,77.595397,12.962581,high
355,408,77.599814,12.918977,high
340,1256,77.585786,12.920926,low
364,813,77.566774,12.949558,low
28,1099,77.633704,12.908714,high
225,825,77.642918,12.922409,high
143,695,77.630159,12.988147,high
251,588,77.568276,12.964721,medium
174,387,77.57965,12.949732,low
353,619,77.559111,12.962987,medium
32,1287,77.608609,12.972016,high
12,767,77.642067,12.970319,medium
67,443,77.560002,12.936182,low
34,953,77.62811,12.962257,high
134,684,77.587703,12.987366,low
97,845,77.635537,12.979955,low
31,488,77.598425,12.959847,medium
281,1232,77.603174,12.989255,medium
119,874,77.645519,12.950033,high
74,578,77.573917,12.934566,low
345,1139,77.647451,12.956999,high
248,1210,77.563381,12.935969,high
179,810,77.584896,12.9437,high
261,389,77.643016,12.917178,low
71,839,77.636841,12.942802,high
7,1005,77.597495,12.959362,medium
288,1142,77.640346,12.925534,low
77,1000,77.599954,12.923177,medium
167,1238,77.623604,12.927865,high
100,879,77.565246,12.965265,low
325,690,77.586006,12.956786,medium
131,1186,77.569471,12.988239,low
7,688,77.564211,12.978643,medium
74,804,77.559558,12.932173,medium
160,443,77.560038,12.965175,low
2,373,77.587318,12.905035,high
245,1090,77.556812,12.907086,low
128,653,77.638381,12.936304,medium
27,1312,77.599308,12.938138,low
225,750,77.568409,12.980374,low
189,529,77.56472,12.938545,medium
189,925,77.603463,12.978019,low
85,691,77.604651,12.909832,low
338,1162,77.61624,12.933465,high
354,982,77.610232,12.929101,high
288,879,77.554111,12.98255,high
288,1113,77.62397,12.94781,low
77,1149,77.565908,12.972572,high
199,795,77.559902,12.92806,low
124,784,77.579068,12.976628,medium
352,1231,77.646429,12.948395,high
292,744,77.559419,12.983999,high
216,538,77.561816,12.959167,high
227,1091,77.618246,12.941472,medium
8,950,77.602401,12.965974,low
77,569,77.55868,12.951386,medium
123,477,77.60603,12.971046,high
30,1039,77.606941,12.911095,high
150,1034,77.607689,12.982934,low
86,1268,77.564897,12.971683,high
163,561,77.595235,12.930932,medium
333,666,77.635093,12.904347,medium
339,1106,77.592098,12.956405,low
103,503,77.643236,12.90823,high
334,746,77.594858,12.919123,medium
94,578,77.558318,12.942157,medium
158,894,77.551613,12.955989,low
166,1314,77.63054,12.967177,medium
111,1003,77.587847,12.902623,medium
195,1224,77.576228,12.969348,high
63,1186,77.633292,12.924621,high
32,1100,77.552178,12.950367,low
42,458,77.606364,12.919245,medium
198,1026,77.617476,12.9835,medium
83,717,77.602293,12.936409,medium
90,1161,77.592993,12.982499,low
328,1179,77.610837,12.919515,high
90,1104,77.596069,12.958874,low
131,1300,77.640255,12.913437,medium
82,997,77.607035,12.907364,medium
303,960,77.642497,12.966853,medium
18,659,77.58807,12.956272,high
114,925,77.602958,12.909228,medium
91,1149,77.58233,12.959227,high
80,438,77.61395,12.931598,medium
202,781,77.645421,12.97828,low
357,1216,77.631832,12.977902,medium
260,401,77.625049,12.948694,low
101,432,77.582521,12.967688,medium
124,1111,77.613179,12.982635,low
195,1244,77.631684,12.95887,medium
246,1092,77.576188,12.93054,high
350,788,77.573695,12.904992,low
325,1101,77.57463,12.938047,medium
62,992,77.645727,12.908287,medium
105,836,77.552006,12.962422,high
217,669,77.607675,12.987839,low
220,599,77.645257,12.984129,medium
348,1241,77.55701,12.915427,low
124,571,77.571175,12.977563,high
99,392,77.605126,12.900151,low
23,360,77.578818,12.94573,high
270,1212,77.639295,12.95369,low
130,737,77.642231,12.924128,high
19,647,77.577358,12.937347,high
354,930,77.606001,12.970982,low
330,903,77.579025,12.921196,medium
348,853,77.613885,12.927867,medium
222,1113,77.640382,12.924411,high
300,1037,77.558733,12.902998,high
42,884,77.611756,12.98099,high
199,1005,77.553074,12.976421,medium
36,726,77.576266,12.903947,high
315,672,77.607591,12.973582,high
349,766,77.615935,12.900336,low
105,646,77.577674,12.981578,low
325,1026,77.582587,12.985483,medium
6,624,77.550894,12.911337,medium
354,840,77.570359,12.912681,medium
41,752,77.582204,12.927276,low
138,1029,77.616931,12.973432,high
13,1200,77.62737,12.971247,low
17,1168,77.615113,12.91938,low
327,991,77.574437,12.972218,medium
121,390,77.578042,12.945656,high
36,1257,77.567027,12.915384,high
25,780,77.578996,12.921661,low
325,786,77.559274,12.912941,high
324,1198,77.621302,12.957942,low
266,1027,77.554993,12.948615,medium
365,402,77.553488,12.977587,medium
293,765,77.605143,12.962106,high
8,1086,77.563884,12.927179,low
267,1025,77.623978,12.917352,low
156,1075,77.621222,12.952397,low
345,471,77.640809,12.977426,low
50,716,77.602745,12.97016,medium
96,989,77.598541,12.900658,low
297,1260,77.627911,12.980896,high
87,443,77.637765,12.937993,low
169,378,77.63009,12.927667,medium
334,875,77.61783,12.933434,high
293,1046,77.562588,12.971711,low
267,460,77.629,12.966754,medium
101,1307,77.64299,12.969593,medium
332,462,77.595297,12.959187,low
292,733,77.649418,12.94218,low
289,520,77.639721,12.917477,low
120,1067,77.580796,12.91132,low
202,1203,77.628111,12.914733,medium
322,483,77.560181,12.976156,medium
92,787,77.634152,12.988028,medium
235,650,77.573411,12.936307,medium
361,504,77.581995,12.928929,high
300,1168,77.579221,12.915416,high
225,703,77.552255,12.932933,medium
261,618,77.561403,12.966214,low
46,923,77.557929,12.90751,medium
365,382,77.619736,12.982976,high
91,370,77.62158,12.93541,low
313,928,77.578834,12.97234,high
296,1219,77.598082,12.974155,high
48,1056,77.59492,12.986899,low
41,912,77.572991,12.931023,low
139,1207,77.617496,12.914423,high
109,917,77.610744,12.908428,medium
118,1046,77.583843,12.978047,low
326,761,77.553336,12.982085,low
305,1183,77.631772,12.901995,medium
357,382,77.581968,12.904138,high
29,787,77.634586,12.975917,medium
266,419,77.559423,12.974921,medium
330,905,77.583495,12.938779,high
339,961,77.625779,12.945177,high
232,964,77.591345,12.939032,medium
355,1232,77.555433,12.961196,high
252,611,77.610995,12.91044,medium
212,1288,77.60105,12.963283,high
332,711,77.601192,12.903688,low
9,899,77.615754,12.924577,high
322,1064,77.62541,12.921465,high
250,643,77.633774,12.941558,low
266,605,77.566662,12.901987,low
239,586,77.590779,12.959887,medium
229,477,77.631302,12.944934,medium
285,512,77.636016,12.921348,medium
270,385,77.638855,12.915836,medium
361,569,77.585428,12.928413,low
119,649,77.614531,12.926909,high
332,1047,77.579707,12.967498,low
268,1031,77.648419,12.904523,high
197,815,77.611108,12.930986,high
305,1115,77.620233,12.9899,high
257,452,77.608849,12.927332,high
273,624,77.61802,12.927786,high
106,754,77.580311,12.967068,low
182,891,77.611031,12.916427,medium
30,756,77.627454,12.92445,high
320,681,77.5537,12.915713,low
142,701,77.606615,12.905473,high
300,1072,77.635128,12.945769,high
232,1301,77.587557,12.902089,high
311,815,77.578364,12.919587,low
359,1218,77.622855,12.98724,low
298,656,77.614116,12.911926,high
107,602,77.627842,12.923103,high
129,525,77.56097,12.946591,medium
296,836,77.581404,12.942903,medium
218,702,77.566515,12.90631,high
194,841,77.646521,12.919915,medium
27,1048,77.635547,12.921684,medium
34,1029,77.621323,12.905707,high
225,586,77.639702,12.918101,low
88,575,77.58387,12.929011,medium
111,864,77.598476,12.940431,high
178,1180,77.561102,12.95497,low
1,480,77.602973,12.927736,medium
90,837,77.639146,12.935133,low
183,1116,77.642138,12.933813,low
279,1252,77.620287,12.982286,high
284,1223,77.621079,12.983274,medium
43,500,77.568401,12.98102,medium
275,635,77.580806,12.985069,high
35,1129,77.616252,12.962621,high
302,425,77.613119,12.97145,low
140,1039,77.585876,12.973691,medium
321,965,77.633452,12.904013,medium
194,1005,77.593554,12.945114,low
20,962,77.554328,12.91486,medium
77,1066,77.592523,12.940734,high
24,1105,77.63834,12.975496,low
201,1270,77.629603,12.939819,low
82,446,77.578033,12.924985,high
15,983,77.645975,12.955534,medium
92,1004,77.610145,12.95807,low
246,1146,77.557231,12.985296,high
236,1005,77.573683,12.971567,medium
170,1155,77.585389,12.963228,low
155,1140,77.593035,12.910831,medium
362,887,77.647167,12.943053,medium
199,1280,77.581242,12.962374,high
214,1220,77.585964,12.922756,high
63,764,77.618748,12.956818,low
135,747,77.603807,12.955326,low
208,436,77.587026,12.902853,low
205,705,77.567377,12.943215,high
297,717,77.577686,12.916326,medium
131,910,77.614716,12.98287,high
215,414,77.612132,12.908674,high
355,708,77.614148,12.943216,medium
354,500,77.580396,12.903656,high
49,850,77.565275,12.918024,high
171,1121,77.560129,12.989597,medium
211,913,77.612945,12.949744,low
333,719,77.606828,12.939482,low
226,1315,77.628527,12.923996,medium
105,786,77.631819,12.956229,medium
208,1251,77.55338,12.960047,medium
218,890,77.566293,12.933867,high
289,680,77.568278,12.988467,medium
122,1165,77.558198,12.904315,high
102,545,77.623943,12.940338,high
141,1285,77.63876,12.960667,high
263,467,77.564369,12.975934,low
75,1228,77.604,12.966354,high
184,1081,77.569562,12.903831,medium
363,418,77.554812,12.925644,high
20,627,77.583558,12.915814,high
139,786,77.566748,12.943056,high
75,1210,77.574611,12.941401,low
23,719,77.628276,12.979613,medium
212,771,77.618277,12.953318,high
263,1170,77.643441,12.988366,high
358,1084,77.576498,12.966339,high
349,682,77.574082,12.969074,high
349,851,77.562281,12.946249,low
244,576,77.579047,12.970744,medium
158,388,77.560658,12.968068,high
9,950,77.602958,12.955822,medium
346,421,77.64935,12.969698,low
214,960,77.621855,12.915312,high
145,1140,77.628254,12.933022,high
317,804,77.603088,12.94263,medium
12,1074,77.586044,12.902384,low
296,771,77.573758,12.914247,low
293,743,77.595734,12.98738,high
193,972,77.614803,12.943358,low
45,836,77.646117,12.966861,low
114,959,77.553094,12.981453,medium
62,871,77.643244,12.911272,low
73,694,77.63155,12.988888,medium
295,838,77.56117,12.947437,medium
94,1142,77.596162,12.932294,high
118,1100,77.647312,12.909629,low
45,985,77.623115,12.912809,low
273,433,77.64104,12.944892,low
144,1160,77.626688,12.959257,low
347,463,77.612544,12.970869,low
360,807,77.582444,12.952193,high
247,677,77.611427,12.917277,medium
37,583,77.574281,12.961813,high
90,1317,77.573843,12.908092,high
45,786,77.611171,12.911637,medium
171,809,77.560218,12.912394,high
4,1227,77.64389,12.913257,medium
365,474,77.632984,12.965254,low
332,931,77.566916,12.943272,high
188,497,77.620636,12.900653,low
278,464,77.588724,12.943036,medium
23,1211,77.644186,12.948735,medium
234,866,77.60531,12.921491,high
311,393,77.647913,12.959242,low
281,478,77.616726,12.985533,medium
196,368,77.566664,12.985739,medium
109,747,77.618582,12.932233,medium
173,416,77.613118,12.951607,low
12,1148,77.553575,12.977831,medium
21,1240,77.557935,12.981075,low
299,567,77.58886,12.905753,high
170,1086,77.552648,12.907679,high
156,438,77.628151,12.900293,low
323,588,77.572907,12.976271,medium
55,955,77.609155,12.958701,high
87,802,77.607724,12.952305,medium
170,731,77.600966,12.901931,low
246,524,77.611309,12.970595,low
322,707,77.582368,12.988348,low
47,581,77.555833,12.952706,high
22,625,77.613668,12.925842,medium
41,611,77.557589,12.947009,high
149,822,77.615369,12.907651,medium
214,786,77.591109,12.915483,high
195,459,77.578933,12.985134,low
89,1218,77.628641,12.92194,low
27,1021,77.610705,12.973278,high
78,1059,77.565491,12.969506,low
346,560,77.620052,12.905285,high
129,1198,77.578617,12.961459,low
26,650,77.586162,12.918097,medium
10,1214,77.556709,12.928579,high
318,461,77.609263,12.949409,high
105,1187,77.612925,12.983653,low
178,397,77.62495,12.937702,medium
193,609,77.581193,12.918385,high
88,1055,77.576102,12.961793,high
5,413,77.620374,12.933314,medium
330,797,77.598432,12.976771,medium
222,468,77.629676,12.971258,low
140,1243,77.607458,12.952791,medium
323,443,77.645322,12.987028,high
355,1123,77.571719,12.964207,low
187,696,77.570402,12.966471,low
349,675,77.614385,12.945271,high
33,1087,77.64471,12.977109,low
301,383,77.628798,12.950661,low
273,865,77.642888,12.956572,high
67,408,77.628061,12.986707,low
213,750,77.626563,12.93085,high
301,1083,77.630378,12.953568,high
153,974,77.615598,12.984044,low
317,360,77.595996,12.93831,medium
270,847,77.629226,12.911518,medium
200,708,77.621649,12.984242,medium
124,668,77.633094,12.974096,medium
123,1265,77.610323,12.94774,low
315,1107,77.595219,12.909055,high
53,699,77.621853,12.985952,medium
354,917,77.637615,12.944016,low
33,483,77.596634,12.958421,low
47,529,77.572089,12.908058,medium
52,1275,77.584247,12.972363,medium
223,1268,77.569275,12.986785,medium
142,1216,77.565724,12.921541,medium
196,1153,77.587195,12.971239,high
149,776,77.571254,12.929803,medium
293,421,77.617816,12.958544,medium
104,735,77.557122,12.945696,high
98,1186,77.623273,12.982346,low
237,404,77.611115,12.93062,low
274,1287,77.63878,12.932728,low
38,459,77.582444,12.947929,medium
326,865,77.62804,12.95975,low
226,1002,77.55607,12.970192,medium
292,1020,77.560405,12.98339,high
246,628,77.601103,12.915495,low
173,802,77.592838,12.920347,low
113,1049,77.619936,12.977381,low
114,744,77.55767,12.915051,low
344,1139,77.611596,12.968652,low
71,866,77.556234,12.975194,high
299,1016,77.552493,12.978091,high
46,869,77.632977,12.91834,low
28,576,77.58897,12.916459,low
19,541,77.592889,12.934198,low
140,824,77.577856,12.936136,medium
16,625,77.604287,12.938324,medium
130,533,77.620431,12.907593,high
316,631,77.585309,12.905401,medium
102,518,77.568522,12.971338,low
151,1034,77.594373,12.979258,high
249,905,77.633803,12.975669,high
25,866,77.607254,12.950252,medium
133,1204,77.588014,12.926554,low
334,631,77.554244,12.941737,high
285,536,77.604996,12.90301,medium
161,1127,77.58123,12.967931,low
322,1064,77.569286,12.964453,high
205,1220,77.615727,12.98597,medium
318,1268,77.557846,12.958962,high
248,1232,77.58255,12.984286,high
166,618,77.63274,12.938143,medium
117,808,77.607274,12.988833,medium
243,1205,77.593509,12.973672,medium
364,381,77.608579,12.977202,medium
350,769,77.557404,12.911723,high
326,756,77.593546,12.964512,high
10,384,77.641559,12.920348,medium
64,449,77.600714,12.92103,low
22,1113,77.596987,12.906008,medium
110,768,77.568882,12.901384,high
145,851,77.630153,12.983787,low
106,599,77.576486,12.932512,high
205,721,77.569729,12.955835,low
217,922,77.565687,12.91733,low
44,658,77.62584,12.952263,low
287,1100,77.623953,12.916455,high
261,847,77.620793,12.945971,high
363,538,77.640678,12.909757,medium
295,845,77.648044,12.986187,high
66,1010,77.645676,12.900659,high
13,625,77.565783,12.900064,low
180,780,77.597029,12.943062,high
38,825,77.581264,12.975047,medium
22,642,77.639136,12.986003,low
55,655,77.639344,12.947495,medium
26,751,77.616142,12.92816,medium
222,879,77.617375,12.971868,high
341,375,77.622208,12.984037,low
212,1271,77.613074,12.978071,low
163,553,77.623436,12.92643,low
204,855,77.625505,12.900954,high
179,754,77.636658,12.91657,low
135,392,77.605828,12.954309,low
294,737,77.595394,12.972888,high
132,550,77.641667,12.989435,high
322,398,77.59855,12.948356,high
246,1010,77.635614,12.957125,medium
209,634,77.646738,12.903702,high
64,473,77.626971,12.970387,high
50,1289,77.598745,12.942857,low
64,945,77.616854,12.966676,high
360,559,77.561169,12.922507,medium
158,687,77.608337,12.942222,low
163,800,77.558532,12.95282,medium
118,1113,77.631703,12.959802,medium
320,566,77.582887,12.921424,low
305,1183,77.589068,12.969956,low
35,937,77.551499,12.90617,high
36,644,77.611692,12.968281,high
362,964,77.592528,12.929992,low
334,745,77.611408,12.921179,medium
240,1135,77.647067,12.918654,medium
183,499,77.562921,12.924705,medium
223,1000,77.574496,12.912011,medium
5,720,77.57364,12.920373,medium
6,1053,77.611515,12.949344,medium
118,472,77.627023,12.937951,medium
39,582,77.582768,12.92832,high
156,1091,77.584623,12.914725,low
311,385,77.641866,12.977641,low
263,383,77.644526,12.945324,low
65,447,77.564006,12.988032,low
269,896,77.599602,12.958923,medium
152,475,77.60511,12.944024,medium
186,1189,77.61719,12.985046,low
48,702,77.630886,12.969111,high
314,1184,77.612775,12.928629,high
353,733,77.5776,12.91839,medium
314,447,77.563471,12.978079,medium
211,1066,77.58896,12.979091,high
299,979,77.57216,12.973268,low
37,553,77.557933,12.933268,low
168,594,77.609432,12.937467,medium
6,873,77.635592,12.915751,medium
217,970,77.611131,12.98687,high
60,1022,77.57412,12.920031,low
167,366,77.572453,12.980563,low
310,551,77.550165,12.982585,low
256,820,77.621868,12.946113,low
176,612,77.637629,12.92937,medium
29,525,77.61943,12.945086,medium
230,838,77.620014,12.964379,low
187,364,77.582247,12.959452,medium
261,507,77.629264,12.958958,low
142,1124,77.56121,12.907368,low
16,629,77.560437,12.954068,medium
301,994,77.573523,12.967974,medium
205,719,77.559166,12.981466,high
282,746,77.58955,12.93338,medium
190,789,77.584115,12.969066,high
316,1001,77.608976,12.972727,high
102,501,77.635558,12.985809,low
182,1293,77.587706,12.970743,high
43,840,77.56667,12.970063,high
73,556,77.639328,12.988459,low
48,1042,77.607096,12.983622,low
324,1101,77.553404,12.938285,low
357,512,77.606118,12.938183,low
70,826,77.62837,12.961777,low
152,621,77.63451,12.923868,medium
95,456,77.568326,12.931646,medium
30,830,77.632772,12.941261,low
41,966,77.633801,12.901028,high
364,1096,77.615214,12.960455,high
173,1232,77.642136,12.959298,high
116,1001,77.563797,12.916492,high
356,965,77.639806,12.975072,high
12,1058,77.628652,12.982401,medium
269,373,77.637408,12.922039,medium
216,1153,77.614758,12.938017,low
10,1240,77.619355,12.927086,medium
335,1110,77.630764,12.985253,low
149,1196,77.622683,12.979747,medium
169,877,77.599374,12.935952,low
146,585,77.589894,12.932379,low
325,877,77.561203,12.92272,low
209,1158,77.647363,12.902705,medium
252,423,77.582985,12.924454,high
4,811,77.5858,12.958634,medium
300,944,77.608861,12.986707,medium
56,1042,77.559671,12.945564,medium
181,1158,77.603826,12.976733,medium
239,1267,77.645485,12.905404,high
103,795,77.618905,12.956063,medium
308,740,77.60354,12.931708,medium
167,1091,77.612997,12.900608,low
279,472,77.630191,12.903376,low
292,611,77.615855,12.981985,low
202,736,77.581314,12.955816,low
247,1293,77.619374,12.911071,high
219,571,77.594177,12.94912,high
161,1031,77.646607,12.908311,low
288,902,77.611644,12.957399,medium
260,912,77.627796,12.913406,high
92,1007,77.586343,12.98292,low
305,661,77.631563,12.927175,low
116,692,77.649292,12.900582,high
228,703,77.602502,12.974527,high
363,1192,77.559096,12.922585,low
268,1028,77.617818,12.93724,medium
137,598,77.637165,12.963506,medium
241,879,77.590881,12.928454,medium
198,940,77.611606,12.922206,low
146,630,77.553246,12.963584,high
203,988,77.551354,12.95345,high
165,1115,77.617817,12.948414,medium
310,847,77.63517,12.945319,high
283,1221,77.640925,12.98893,low
44,936,77.561244,12.908165,high
210,701,77.575519,12.943106,low
136,1276,77.643514,12.978674,medium
285,1089,77.591349,12.900207,high
290,695,77.606614,12.909517,high
264,529,77.593958,12.916703,high
311,579,77.613172,12.947338,low
357,775,77.574659,12.919034,high
11,537,77.55722,12.949208,low
118,426,77.560765,12.944998,medium
226,933,77.612422,12.904168,low
357,851,77.577054,12.961569,low
13,803,77.555464,12.930456,high
42,1002,77.580531,12.965336,medium
82,783,77.592634,12.948063,high
204,560,77.631316,12.935851,medium
3,638,77.617965,12.912858,medium
71,636,77.624338,12.937492,medium
281,1154,77.556378,12.933632,low
354,832,77.57566,12.932272,high
109,1263,77.561046,12.942304,low
208,898,77.614194,12.908016,medium
138,462,77.617473,12.907283,high
298,748,77.595905,12.929209,high
272,661,77.618875,12.938297,low
181,1251,77.56527,12.911247,low
74,1071,77.560356,12.97002,medium
28,777,77.576702,12.962376,low
287,980,77.561026,12.988749,low
222,788,77.635336,12.921535,high
217,627,77.618559,12.968771,low
259,1074,77.561189,12.981083,high
282,1090,77.580024,12.918047,low
194,982,77.628597,12.903587,medium
312,860,77.593629,12.915689,high
347,748,77.555207,12.932872,medium
182,724,77.577594,12.941607,medium
338,786,77.554768,12.94606,high
218,1069,77.586166,12.98185,high
335,957,77.563377,12.921338,low
15,1245,77.642081,12.957958,low
61,1199,77.641875,12.909295,high
346,1036,77.567262,12.935061,low
331,490,77.636609,12.916207,medium
288,1260,77.619615,12.913918,high
223,637,77.565696,12.942443,high
178,1146,77.578418,12.945955,high
267,1282,77.616109,12.974922,high
36,758,77.609474,12.940869,medium
123,843,77.63798,12.914447,low
91,1075,77.649525,12.960792,medium
124,778,77.59746,12.900778,medium
280,402,77.558134,12.972279,medium
307,546,77.595116,12.938589,medium
35,850,77.591143,12.972253,low
39,498,77.57892,12.942661,low
49,1019,77.558663,12.963565,low
219,461,77.554472,12.91225,low
126,500,77.640546,12.949778,low
179,1241,77.62871,12.975307,low
29,1201,77.565535,12.920757,low
261,1064,77.568299,12.942067,medium
42,1044,77.556512,12.986501,high
318,1165,77.554553,12.908531,low
165,1080,77.591479,12.94368,low
177,432,77.582499,12.934865,low
151,1082,77.613985,12.942807,medium
235,648,77.589925,12.980913,medium
179,879,77.586317,12.907111,low
25,1051,77.637891,12.936208,low
259,853,77.550306,12.957858,high
138,1040,77.581731,12.965467,high
195,769,77.613518,12.93356,medium
105,472,77.626404,12.942514,high
104,1004,77.633321,12.9369,high
324,755,77.551108,12.969376,high
310,657,77.604867,12.954667,medium
326,1137,77.582409,12.988013,low
