DayOfWeek,TimeOfDayMinutes,StationName,Latitude,Longitude,Occupancy
2,735,New Delhi,28.642194,77.2215,medium
5,81,AIIMS,28.61474,77.21191,low
1,846,Saket,28.518,77.206,medium
4,1437,Hauz Khas,28.54335,77.20667,low
6,865,Patel Chowk,28.62295,77.21389,low
2,1007,Qutab Minar,28.51302,77.18648,high
1,845,Mandi House,28.62588,77.2341,medium
6,255,Kashmere Gate,28.6675,77.228167,low
7,938,Kashmere Gate,28.6675,77.228167,medium
7,492,Rajendra Place,28.6425,77.17815,low
2,498,Kashmere Gate,28.6675,77.228167,low
2,88,New Delhi,28.642194,77.2215,low
1,825,Malviya Nagar,28.52798,77.20565,medium
1,905,New Delhi,28.642194,77.2215,medium
7,575,Hauz Khas,28.54335,77.20667,low
7,705,Rajendra Place,28.6425,77.17815,low
2,1385,Jor Bagh,28.58708,77.21209,low
5,551,Saket,28.518,77.206,medium
4,1405,Qutab Minar,28.51302,77.18648,low
4,939,Dwarka Sector 21,28.548,77.038,medium
6,1024,INA,28.57526,77.20935,low
7,1009,Mandi House,28.62588,77.2341,low
7,1051,Saket,28.518,77.206,low
1,182,Noida City Centre,28.574,77.355,low
7,643,Chhatarpur,28.50671,77.17484,low
2,179,Kashmere Gate,28.6675,77.228167,low
4,670,Malviya Nagar,28.52798,77.20565,medium
2,1188,AIIMS,28.61474,77.21191,high
1,723,Dwarka Sector 21,28.548,77.038,medium
2,846,Qutab Minar,28.51302,77.18648,medium
4,272,Dwarka Sector 21,28.548,77.038,low
3,794,Karol Bagh,28.644,77.18855,medium
1,101,Patel Chowk,28.62295,77.21389,low
1,422,Mandi House,28.62588,77.2341,low
2,302,New Delhi,28.642194,77.2215,low
7,1282,Saket,28.518,77.206,low
3,234,Green Park,28.55979,77.20682,low
3,6,Green Park,28.55979,77.20682,low
3,1270,Mandi House,28.62588,77.2341,low
2,601,Karol Bagh,28.644,77.18855,high
3,0,INA,28.57526,77.20935,low
7,251,Jor Bagh,28.58708,77.21209,low
2,672,Kashmere Gate,28.6675,77.228167,medium
4,1285,Qutab Minar,28.51302,77.18648,low
2,827,Rajendra Place,28.6425,77.17815,medium
3,147,Malviya Nagar,28.52798,77.20565,low
6,815,Jor Bagh,28.58708,77.21209,low
5,1296,Patel Chowk,28.62295,77.21389,low
6,1436,Rajiv Chowk,28.632818,77.218264,low
4,228,Chandni Chowk,28.65785,77.23014,low
2,502,Kashmere Gate,28.6675,77.228167,low
4,1028,Mandi House,28.62588,77.2341,medium
7,1345,Patel Chowk,28.62295,77.21389,low
5,518,Jor Bagh,28.58708,77.21209,low
5,1114,Rajendra Place,28.6425,77.17815,medium
4,201,Rajiv Chowk,28.632818,77.218264,low
4,482,Malviya Nagar,28.52798,77.20565,low
4,587,AIIMS,28.61474,77.21191,high
6,1086,Chhatarpur,28.50671,77.17484,low
2,1319,Karol Bagh,28.644,77.18855,low
3,1394,New Delhi,28.642194,77.2215,low
3,234,Hauz Khas,28.54335,77.20667,low
1,551,Rajendra Place,28.6425,77.17815,medium
1,1138,Saket,28.518,77.206,medium
5,1379,Rajendra Place,28.6425,77.17815,low
5,56,Chhatarpur,28.50671,77.17484,low
7,1398,Kashmere Gate,28.6675,77.228167,low
5,1130,AIIMS,28.61474,77.21191,medium
6,1358,Kashmere Gate,28.6675,77.228167,low
2,551,Malviya Nagar,28.52798,77.20565,medium
1,18,Chandni Chowk,28.65785,77.23014,low
4,752,Patel Chowk,28.62295,77.21389,medium
4,1080,Dwarka Sector 21,28.548,77.038,medium
4,325,AIIMS,28.61474,77.21191,low
4,478,Mandi House,28.62588,77.2341,low
3,1405,Chandni Chowk,28.65785,77.23014,low
6,616,Hauz Khas,28.54335,77.20667,low
5,1043,Patel Chowk,28.62295,77.21389,high
7,26,INA,28.57526,77.20935,low
5,1354,New Delhi,28.642194,77.2215,low
4,778,AIIMS,28.61474,77.21191,medium
5,141,Malviya Nagar,28.52798,77.20565,low
4,1338,Lajpat Nagar,28.57079,77.23653,low
4,284,Patel Chowk,28.62295,77.21389,low
6,988,AIIMS,28.61474,77.21191,low
5,203,Patel Chowk,28.62295,77.21389,low
3,577,AIIMS,28.61474,77.21191,high
2,379,Karol Bagh,28.644,77.18855,low
1,721,Karol Bagh,28.644,77.18855,medium
7,527,Mandi House,28.62588,77.2341,low
7,612,Chhatarpur,28.50671,77.17484,low
5,1327,Mandi House,28.62588,77.2341,low
4,1356,AIIMS,28.61474,77.21191,low
5,639,Chhatarpur,28.50671,77.17484,medium
3,1061,Rajiv Chowk,28.632818,77.218264,high
5,162,Saket,28.518,77.206,low
4,778,AIIMS,28.61474,77.21191,medium
3,1296,Hauz Khas,28.54335,77.20667,low
4,162,Hauz Khas,28.54335,77.20667,low
1,830,Kashmere Gate,28.6675,77.228167,medium
3,180,Noida City Centre,28.574,77.355,low
5,1088,Dwarka Sector 21,28.548,77.038,high
7,1289,Mandi House,28.62588,77.2341,low
6,538,Hauz Khas,28.54335,77.20667,low
4,1074,New Delhi,28.642194,77.2215,medium
5,1324,Chandni Chowk,28.65785,77.23014,low
3,203,New Delhi,28.642194,77.2215,low
6,377,Kashmere Gate,28.6675,77.228167,low
5,502,New Delhi,28.642194,77.2215,low
6,614,Noida City Centre,28.574,77.355,low
2,336,Rajiv Chowk,28.632818,77.218264,low
6,764,Qutab Minar,28.51302,77.18648,low
7,647,Hauz Khas,28.54335,77.20667,low
4,903,Green Park,28.55979,77.20682,medium
2,253,Chhatarpur,28.50671,77.17484,low
1,796,Karol Bagh,28.644,77.18855,medium
3,1040,Mandi House,28.62588,77.2341,medium
1,1149,Dwarka Sector 21,28.548,77.038,high
5,723,INA,28.57526,77.20935,medium
4,976,Chhatarpur,28.50671,77.17484,high
3,663,Karol Bagh,28.644,77.18855,high
6,400,Rajiv Chowk,28.632818,77.218264,low
1,627,Green Park,28.55979,77.20682,medium
3,1057,Lajpat Nagar,28.57079,77.23653,medium
7,553,New Delhi,28.642194,77.2215,low
3,185,Malviya Nagar,28.52798,77.20565,low
5,1379,Malviya Nagar,28.52798,77.20565,low
3,539,Kashmere Gate,28.6675,77.228167,low
1,1024,New Delhi,28.642194,77.2215,medium
6,1213,Hauz Khas,28.54335,77.20667,low
1,756,Hauz Khas,28.54335,77.20667,medium
6,1361,Mandi House,28.62588,77.2341,low
4,1003,Rajendra Place,28.6425,77.17815,medium
7,1074,Green Park,28.55979,77.20682,low
7,840,Mandi House,28.62588,77.2341,low
3,286,Malviya Nagar,28.52798,77.20565,low
3,724,Rajiv Chowk,28.632818,77.218264,medium
5,1104,Rajiv Chowk,28.632818,77.218264,medium
2,356,Chhatarpur,28.50671,77.17484,low
6,245,Rajiv Chowk,28.632818,77.218264,low
4,43,Chhatarpur,28.50671,77.17484,low
4,1075,Chhatarpur,28.50671,77.17484,high
7,468,Malviya Nagar,28.52798,77.20565,low
7,692,Kashmere Gate,28.6675,77.228167,low
6,1258,Mandi House,28.62588,77.2341,low
6,1221,Rajendra Place,28.6425,77.17815,low
6,302,INA,28.57526,77.20935,low
6,1431,Qutab Minar,28.51302,77.18648,low
1,1140,Lajpat Nagar,28.57079,77.23653,medium
5,1303,Dwarka Sector 21,28.548,77.038,low
5,600,INA,28.57526,77.20935,medium
5,170,Rajiv Chowk,28.632818,77.218264,low
7,901,Chandni Chowk,28.65785,77.23014,low
7,680,Green Park,28.55979,77.20682,low
6,595,AIIMS,28.61474,77.21191,low
1,883,Patel Chowk,28.62295,77.21389,medium
7,1155,New Delhi,28.642194,77.2215,low
5,396,Jor Bagh,28.58708,77.21209,low
1,134,Karol Bagh,28.644,77.18855,low
6,376,Jor Bagh,28.58708,77.21209,low
2,642,Kashmere Gate,28.6675,77.228167,high
7,1189,INA,28.57526,77.20935,low
6,122,Karol Bagh,28.644,77.18855,low
2,550,Saket,28.518,77.206,medium
2,710,Rajendra Place,28.6425,77.17815,medium
4,841,Karol Bagh,28.644,77.18855,medium
3,1027,AIIMS,28.61474,77.21191,medium
7,667,Rajiv Chowk,28.632818,77.218264,low
2,718,New Delhi,28.642194,77.2215,medium
7,754,Dwarka Sector 21,28.548,77.038,low
1,712,Jor Bagh,28.58708,77.21209,medium
2,733,Jor Bagh,28.58708,77.21209,medium
1,867,Karol Bagh,28.644,77.18855,medium
6,53,New Delhi,28.642194,77.2215,low
7,159,Lajpat Nagar,28.57079,77.23653,low
6,800,Rajiv Chowk,28.632818,77.218264,low
3,1252,Jor Bagh,28.58708,77.21209,low
1,1322,Rajendra Place,28.6425,77.17815,low
7,541,Qutab Minar,28.51302,77.18648,low
1,89,Dwarka Sector 21,28.548,77.038,low
1,983,AIIMS,28.61474,77.21191,medium
3,164,Jor Bagh,28.58708,77.21209,low
7,62,Chhatarpur,28.50671,77.17484,low
3,1168,Jor Bagh,28.58708,77.21209,high
5,738,Lajpat Nagar,28.57079,77.23653,medium
1,311,Mandi House,28.62588,77.2341,low
1,651,Dwarka Sector 21,28.548,77.038,medium
3,462,Malviya Nagar,28.52798,77.20565,low
4,1380,Lajpat Nagar,28.57079,77.23653,low
6,331,New Delhi,28.642194,77.2215,low
3,553,New Delhi,28.642194,77.2215,medium
4,1428,Dwarka Sector 21,28.548,77.038,low
5,668,Mandi House,28.62588,77.2341,medium
4,1382,Mandi House,28.62588,77.2341,low
4,772,Jor Bagh,28.58708,77.21209,medium
7,1079,Rajendra Place,28.6425,77.17815,low
3,406,New Delhi,28.642194,77.2215,low
5,226,Dwarka Sector 21,28.548,77.038,low
3,731,Qutab Minar,28.51302,77.18648,medium
3,416,Malviya Nagar,28.52798,77.20565,low
5,303,Qutab Minar,28.51302,77.18648,low
6,1302,Malviya Nagar,28.52798,77.20565,low
3,528,Karol Bagh,28.644,77.18855,low
3,405,Hauz Khas,28.54335,77.20667,low
2,1255,Kashmere Gate,28.6675,77.228167,low
4,157,Chhatarpur,28.50671,77.17484,low
5,1052,Noida City Centre,28.574,77.355,medium
7,1194,Jor Bagh,28.58708,77.21209,low
5,53,Dwarka Sector 21,28.548,77.038,low
3,157,Saket,28.518,77.206,low
4,732,Jor Bagh,28.58708,77.21209,medium
7,317,Hauz Khas,28.54335,77.20667,low
4,273,Jor Bagh,28.58708,77.21209,low
4,727,Jor Bagh,28.58708,77.21209,medium
4,576,Dwarka Sector 21,28.548,77.038,medium
7,614,INA,28.57526,77.20935,low
5,485,Dwarka Sector 21,28.548,77.038,low
3,612,Karol Bagh,28.644,77.18855,medium
6,338,New Delhi,28.642194,77.2215,low
5,733,Rajiv Chowk,28.632818,77.218264,low
6,882,Lajpat Nagar,28.57079,77.23653,low
4,990,Mandi House,28.62588,77.2341,high
7,169,Patel Chowk,28.62295,77.21389,low
5,729,Karol Bagh,28.644,77.18855,medium
6,616,Karol Bagh,28.644,77.18855,low
7,1244,INA,28.57526,77.20935,low
1,574,Green Park,28.55979,77.20682,high
1,17,Dwarka Sector 21,28.548,77.038,low
7,1165,Saket,28.518,77.206,low
4,863,Chandni Chowk,28.65785,77.23014,medium
2,1368,Malviya Nagar,28.52798,77.20565,low
7,391,Mandi House,28.62588,77.2341,low
2,1221,Rajendra Place,28.6425,77.17815,low
5,1134,New Delhi,28.642194,77.2215,high
6,611,Kashmere Gate,28.6675,77.228167,low
5,56,Patel Chowk,28.62295,77.21389,low
6,1113,Saket,28.518,77.206,low
5,99,Jor Bagh,28.58708,77.21209,low
7,837,Chandni Chowk,28.65785,77.23014,low
3,1088,Karol Bagh,28.644,77.18855,medium
3,628,INA,28.57526,77.20935,medium
2,969,Dwarka Sector 21,28.548,77.038,high
3,1162,Lajpat Nagar,28.57079,77.23653,medium
4,813,Green Park,28.55979,77.20682,medium
3,366,Saket,28.518,77.206,low
3,621,Patel Chowk,28.62295,77.21389,high
1,801,Dwarka Sector 21,28.548,77.038,medium
3,744,Chandni Chowk,28.65785,77.23014,medium
3,1069,Chhatarpur,28.50671,77.17484,medium
4,312,Hauz Khas,28.54335,77.20667,low
5,209,Kashmere Gate,28.6675,77.228167,low
6,179,Rajiv Chowk,28.632818,77.218264,low
3,815,Saket,28.518,77.206,medium
5,1243,Rajiv Chowk,28.632818,77.218264,low
3,334,AIIMS,28.61474,77.21191,low
1,157,Rajendra Place,28.6425,77.17815,low
5,23,Rajiv Chowk,28.632818,77.218264,low
1,642,Rajendra Place,28.6425,77.17815,medium
4,277,Rajiv Chowk,28.632818,77.218264,low
2,59,Malviya Nagar,28.52798,77.20565,low
4,1338,Rajiv Chowk,28.632818,77.218264,low
3,50,Lajpat Nagar,28.57079,77.23653,low
7,529,Jor Bagh,28.58708,77.21209,low
3,291,Rajendra Place,28.6425,77.17815,low
5,638,Patel Chowk,28.62295,77.21389,high
6,744,Green Park,28.55979,77.20682,low
6,1192,Mandi House,28.62588,77.2341,low
6,1372,Qutab Minar,28.51302,77.18648,low
4,414,Green Park,28.55979,77.20682,low
3,614,Qutab Minar,28.51302,77.18648,high
5,137,Jor Bagh,28.58708,77.21209,low
7,1369,Mandi House,28.62588,77.2341,low
6,238,Rajiv Chowk,28.632818,77.218264,low
4,14,Hauz Khas,28.54335,77.20667,low
6,1426,Hauz Khas,28.54335,77.20667,low
5,274,Hauz Khas,28.54335,77.20667,low
7,911,Jor Bagh,28.58708,77.21209,low
2,817,Jor Bagh,28.58708,77.21209,medium
1,279,New Delhi,28.642194,77.2215,low
6,1213,AIIMS,28.61474,77.21191,low
3,107,New Delhi,28.642194,77.2215,low
2,369,Hauz Khas,28.54335,77.20667,low
1,1202,Mandi House,28.62588,77.2341,low
5,1421,Rajendra Place,28.6425,77.17815,low
4,568,Green Park,28.55979,77.20682,high
2,804,Karol Bagh,28.644,77.18855,medium
3,433,Rajendra Place,28.6425,77.17815,low
5,768,Chhatarpur,28.50671,77.17484,medium
2,327,Rajiv Chowk,28.632818,77.218264,low
7,688,Noida City Centre,28.574,77.355,low
4,1047,Rajiv Chowk,28.632818,77.218264,high
4,1086,Karol Bagh,28.644,77.18855,medium
4,506,Green Park,28.55979,77.20682,low
4,307,Rajiv Chowk,28.632818,77.218264,low
5,1380,Patel Chowk,28.62295,77.21389,low
4,1359,Malviya Nagar,28.52798,77.20565,low
6,99,INA,28.57526,77.20935,low
4,638,Noida City Centre,28.574,77.355,medium
7,1006,AIIMS,28.61474,77.21191,low
3,1366,INA,28.57526,77.20935,low
1,456,New Delhi,28.642194,77.2215,low
2,741,Mandi House,28.62588,77.2341,medium
5,1155,Rajiv Chowk,28.632818,77.218264,high
5,953,Chandni Chowk,28.65785,77.23014,medium
3,136,Malviya Nagar,28.52798,77.20565,low
2,101,Hauz Khas,28.54335,77.20667,low
1,470,New Delhi,28.642194,77.2215,low
7,1233,INA,28.57526,77.20935,low
3,60,AIIMS,28.61474,77.21191,low
7,943,Chandni Chowk,28.65785,77.23014,low
3,736,Qutab Minar,28.51302,77.18648,medium
5,715,Karol Bagh,28.644,77.18855,medium
3,471,Karol Bagh,28.644,77.18855,low
2,817,Dwarka Sector 21,28.548,77.038,medium
2,1090,Dwarka Sector 21,28.548,77.038,medium
7,328,Rajendra Place,28.6425,77.17815,low
7,829,New Delhi,28.642194,77.2215,medium
7,1349,Patel Chowk,28.62295,77.21389,low
2,135,Chandni Chowk,28.65785,77.23014,low
1,60,Lajpat Nagar,28.57079,77.23653,low
5,1427,Rajiv Chowk,28.632818,77.218264,low
2,6,Saket,28.518,77.206,low
3,1342,Green Park,28.55979,77.20682,low
1,291,Kashmere Gate,28.6675,77.228167,low
6,1014,Karol Bagh,28.644,77.18855,low
1,1208,Jor Bagh,28.58708,77.21209,low
6,1117,New Delhi,28.642194,77.2215,low
1,1011,Dwarka Sector 21,28.548,77.038,medium
3,1053,Malviya Nagar,28.52798,77.20565,medium
5,1351,Green Park,28.55979,77.20682,low
5,402,Green Park,28.55979,77.20682,low
2,1395,Hauz Khas,28.54335,77.20667,low
6,171,Chhatarpur,28.50671,77.17484,low
2,243,AIIMS,28.61474,77.21191,low
1,1123,Rajiv Chowk,28.632818,77.218264,high
3,610,Qutab Minar,28.51302,77.18648,high
4,954,AIIMS,28.61474,77.21191,medium
7,880,Noida City Centre,28.574,77.355,low
4,160,Noida City Centre,28.574,77.355,low
6,527,Green Park,28.55979,77.20682,low
1,1174,Hauz Khas,28.54335,77.20667,high
7,786,Kashmere Gate,28.6675,77.228167,medium
7,1065,Noida City Centre,28.574,77.355,low
2,517,INA,28.57526,77.20935,low
1,354,New Delhi,28.642194,77.2215,low
5,248,Jor Bagh,28.58708,77.21209,low
4,486,New Delhi,28.642194,77.2215,low
3,1322,Mandi House,28.62588,77.2341,low
1,156,Kashmere Gate,28.6675,77.228167,low
6,141,AIIMS,28.61474,77.21191,low
2,700,Chandni Chowk,28.65785,77.23014,medium
5,975,Malviya Nagar,28.52798,77.20565,medium
4,294,Chhatarpur,28.50671,77.17484,low
1,379,Patel Chowk,28.62295,77.21389,low
1,360,Green Park,28.55979,77.20682,low
6,1185,Qutab Minar,28.51302,77.18648,low
6,574,INA,28.57526,77.20935,low
2,788,Noida City Centre,28.574,77.355,medium
1,207,Kashmere Gate,28.6675,77.228167,low
5,235,INA,28.57526,77.20935,low
3,1079,Rajendra Place,28.6425,77.17815,medium
2,748,Kashmere Gate,28.6675,77.228167,medium
7,926,New Delhi,28.642194,77.2215,medium
7,365,Malviya Nagar,28.52798,77.20565,low
1,1266,Patel Chowk,28.62295,77.21389,low
2,549,Qutab Minar,28.51302,77.18648,medium
1,28,Noida City Centre,28.574,77.355,low
1,832,Chhatarpur,28.50671,77.17484,medium
5,33,Qutab Minar,28.51302,77.18648,low
6,1409,Hauz Khas,28.54335,77.20667,low
4,302,Chandni Chowk,28.65785,77.23014,low
2,991,Rajiv Chowk,28.632818,77.218264,medium
1,790,Malviya Nagar,28.52798,77.20565,medium
7,997,Rajiv Chowk,28.632818,77.218264,low
4,1240,Qutab Minar,28.51302,77.18648,low
4,1208,Chandni Chowk,28.65785,77.23014,low
6,564,Jor Bagh,28.58708,77.21209,low
3,466,Malviya Nagar,28.52798,77.20565,low
3,1092,Noida City Centre,28.574,77.355,medium
5,764,AIIMS,28.61474,77.21191,medium
1,997,Rajendra Place,28.6425,77.17815,medium
2,1146,Dwarka Sector 21,28.548,77.038,medium
1,29,Malviya Nagar,28.52798,77.20565,low
1,804,Qutab Minar,28.51302,77.18648,medium
3,926,INA,28.57526,77.20935,medium
7,914,Noida City Centre,28.574,77.355,low
1,660,Karol Bagh,28.644,77.18855,medium
5,725,Saket,28.518,77.206,medium
6,54,Green Park,28.55979,77.20682,low
5,718,Saket,28.518,77.206,medium
6,688,Chandni Chowk,28.65785,77.23014,low
2,788,Saket,28.518,77.206,medium
2,1077,Hauz Khas,28.54335,77.20667,medium
3,548,Karol Bagh,28.644,77.18855,high
3,1125,Karol Bagh,28.644,77.18855,medium
6,1380,Lajpat Nagar,28.57079,77.23653,low
1,357,Patel Chowk,28.62295,77.21389,low
3,942,Dwarka Sector 21,28.548,77.038,medium
5,1057,Green Park,28.55979,77.20682,high
7,182,Saket,28.518,77.206,low
3,1264,AIIMS,28.61474,77.21191,low
2,1006,Lajpat Nagar,28.57079,77.23653,medium
2,888,New Delhi,28.642194,77.2215,medium
3,341,Chandni Chowk,28.65785,77.23014,low
6,962,Mandi House,28.62588,77.2341,low
2,842,Chhatarpur,28.50671,77.17484,medium
6,1331,Qutab Minar,28.51302,77.18648,low
1,111,New Delhi,28.642194,77.2215,low
5,1140,Noida City Centre,28.574,77.355,high
1,816,New Delhi,28.642194,77.2215,medium
6,701,Green Park,28.55979,77.20682,low
5,971,Chandni Chowk,28.65785,77.23014,medium
3,745,Saket,28.518,77.206,medium
3,1209,Green Park,28.55979,77.20682,low
1,1014,Karol Bagh,28.644,77.18855,high
1,420,New Delhi,28.642194,77.2215,low
3,480,Hauz Khas,28.54335,77.20667,low
2,1148,Chandni Chowk,28.65785,77.23014,medium
6,1271,New Delhi,28.642194,77.2215,low
2,265,Rajiv Chowk,28.632818,77.218264,low
5,1409,Noida City Centre,28.574,77.355,low
2,1237,Rajiv Chowk,28.632818,77.218264,low
2,412,Patel Chowk,28.62295,77.21389,low
5,21,Mandi House,28.62588,77.2341,low
7,1124,Saket,28.518,77.206,low
6,179,Rajendra Place,28.6425,77.17815,low
5,751,Chandni Chowk,28.65785,77.23014,medium
3,247,Mandi House,28.62588,77.2341,low
3,609,Hauz Khas,28.54335,77.20667,high
5,1367,Malviya Nagar,28.52798,77.20565,low
2,1394,Saket,28.518,77.206,low
7,1213,Malviya Nagar,28.52798,77.20565,low
3,460,Noida City Centre,28.574,77.355,low
4,801,Patel Chowk,28.62295,77.21389,medium
2,1013,AIIMS,28.61474,77.21191,medium
1,1070,Rajiv Chowk,28.632818,77.218264,medium
6,1284,Hauz Khas,28.54335,77.20667,low
6,1151,Chhatarpur,28.50671,77.17484,low
2,1074,Malviya Nagar,28.52798,77.20565,high
4,329,Saket,28.518,77.206,low
3,1247,Lajpat Nagar,28.57079,77.23653,low
2,917,Patel Chowk,28.62295,77.21389,medium
1,1080,Noida City Centre,28.574,77.355,medium
1,94,Green Park,28.55979,77.20682,low
1,497,Patel Chowk,28.62295,77.21389,low
7,1267,Karol Bagh,28.644,77.18855,low
3,453,AIIMS,28.61474,77.21191,low
7,1149,Chandni Chowk,28.65785,77.23014,low
1,190,Green Park,28.55979,77.20682,low
6,240,Hauz Khas,28.54335,77.20667,low
3,1260,Rajiv Chowk,28.632818,77.218264,low
7,855,Chhatarpur,28.50671,77.17484,low
5,172,New Delhi,28.642194,77.2215,low
2,603,Hauz Khas,28.54335,77.20667,high
5,899,Saket,28.518,77.206,medium
1,1249,Chhatarpur,28.50671,77.17484,low
2,1020,New Delhi,28.642194,77.2215,medium
1,436,Mandi House,28.62588,77.2341,low
4,1021,Patel Chowk,28.62295,77.21389,medium
2,1186,Green Park,28.55979,77.20682,high
7,120,Dwarka Sector 21,28.548,77.038,low
7,498,Saket,28.518,77.206,low
7,1300,Patel Chowk,28.62295,77.21389,low
7,1083,Jor Bagh,28.58708,77.21209,low
1,731,Rajendra Place,28.6425,77.17815,medium
7,866,Saket,28.518,77.206,low
1,352,Karol Bagh,28.644,77.18855,low
3,498,Karol Bagh,28.644,77.18855,low
5,282,Mandi House,28.62588,77.2341,low
2,109,Karol Bagh,28.644,77.18855,low
3,1241,New Delhi,28.642194,77.2215,low
4,774,Jor Bagh,28.58708,77.21209,medium
6,1408,Dwarka Sector 21,28.548,77.038,low
5,1326,Hauz Khas,28.54335,77.20667,low
3,1131,Kashmere Gate,28.6675,77.228167,medium
7,627,Lajpat Nagar,28.57079,77.23653,low
3,1328,Rajendra Place,28.6425,77.17815,low
5,205,Malviya Nagar,28.52798,77.20565,low
1,850,INA,28.57526,77.20935,medium
2,60,Patel Chowk,28.62295,77.21389,low
6,543,Jor Bagh,28.58708,77.21209,low
1,108,INA,28.57526,77.20935,low
5,1257,Rajendra Place,28.6425,77.17815,low
4,688,New Delhi,28.642194,77.2215,medium
5,1247,Jor Bagh,28.58708,77.21209,low
4,191,Rajendra Place,28.6425,77.17815,low
6,23,Mandi House,28.62588,77.2341,low
5,1242,Karol Bagh,28.644,77.18855,low
2,1148,Chandni Chowk,28.65785,77.23014,high
1,991,Green Park,28.55979,77.20682,high
3,1190,Malviya Nagar,28.52798,77.20565,high
4,1101,INA,28.57526,77.20935,medium
4,276,New Delhi,28.642194,77.2215,low
6,770,New Delhi,28.642194,77.2215,medium
2,873,Malviya Nagar,28.52798,77.20565,medium
4,1085,Kashmere Gate,28.6675,77.228167,medium
7,1307,Chandni Chowk,28.65785,77.23014,low
5,577,Green Park,28.55979,77.20682,medium
2,663,Rajiv Chowk,28.632818,77.218264,high
2,935,Karol Bagh,28.644,77.18855,medium
2,1188,Jor Bagh,28.58708,77.21209,medium
1,449,Saket,28.518,77.206,low
7,1402,Kashmere Gate,28.6675,77.228167,low
6,572,Mandi House,28.62588,77.2341,low
1,1314,AIIMS,28.61474,77.21191,low
1,1313,INA,28.57526,77.20935,low
7,1187,Karol Bagh,28.644,77.18855,low
5,1178,Hauz Khas,28.54335,77.20667,medium
1,195,Mandi House,28.62588,77.2341,low
1,789,Hauz Khas,28.54335,77.20667,medium
6,198,Qutab Minar,28.51302,77.18648,low
2,1428,Karol Bagh,28.644,77.18855,low
5,590,Kashmere Gate,28.6675,77.228167,medium
2,1181,INA,28.57526,77.20935,high
3,1071,New Delhi,28.642194,77.2215,high
5,36,Malviya Nagar,28.52798,77.20565,low
5,761,Rajiv Chowk,28.632818,77.218264,medium
4,842,Patel Chowk,28.62295,77.21389,medium
2,757,Rajendra Place,28.6425,77.17815,medium
3,583,Patel Chowk,28.62295,77.21389,medium
2,1394,Green Park,28.55979,77.20682,low
6,478,Jor Bagh,28.58708,77.21209,low
2,1375,Lajpat Nagar,28.57079,77.23653,low
3,90,AIIMS,28.61474,77.21191,low
4,1200,Karol Bagh,28.644,77.18855,low
6,974,AIIMS,28.61474,77.21191,low
6,1335,Rajendra Place,28.6425,77.17815,low
3,299,Karol Bagh,28.644,77.18855,low
3,202,Mandi House,28.62588,77.2341,low
5,459,INA,28.57526,77.20935,low
5,111,AIIMS,28.61474,77.21191,low
4,978,Chhatarpur,28.50671,77.17484,high
4,725,AIIMS,28.61474,77.21191,medium
7,712,AIIMS,28.61474,77.21191,low
6,322,Karol Bagh,28.644,77.18855,low
5,760,Karol Bagh,28.644,77.18855,medium
7,1031,Qutab Minar,28.51302,77.18648,low
1,20,Hauz Khas,28.54335,77.20667,low
1,941,Jor Bagh,28.58708,77.21209,medium
2,295,Saket,28.518,77.206,low
2,76,Karol Bagh,28.644,77.18855,low
7,1007,Dwarka Sector 21,28.548,77.038,low
7,1053,Qutab Minar,28.51302,77.18648,low
2,899,Green Park,28.55979,77.20682,medium
6,146,Chhatarpur,28.50671,77.17484,low
3,468,Chhatarpur,28.50671,77.17484,low
1,800,Karol Bagh,28.644,77.18855,medium
1,209,Noida City Centre,28.574,77.355,low
6,1066,Karol Bagh,28.644,77.18855,low
7,144,Karol Bagh,28.644,77.18855,low
4,1439,Rajiv Chowk,28.632818,77.218264,low
7,1370,Patel Chowk,28.62295,77.21389,low
3,281,Patel Chowk,28.62295,77.21389,low
3,747,Dwarka Sector 21,28.548,77.038,medium
4,1284,Patel Chowk,28.62295,77.21389,low
6,428,Hauz Khas,28.54335,77.20667,low
6,1241,Noida City Centre,28.574,77.355,low
1,524,AIIMS,28.61474,77.21191,low
1,257,Mandi House,28.62588,77.2341,low
1,965,Rajiv Chowk,28.632818,77.218264,high
3,320,Noida City Centre,28.574,77.355,low
5,844,Chhatarpur,28.50671,77.17484,medium
3,219,Kashmere Gate,28.6675,77.228167,low
2,856,Rajendra Place,28.6425,77.17815,medium
6,633,Lajpat Nagar,28.57079,77.23653,low
4,87,Karol Bagh,28.644,77.18855,low
1,227,Rajendra Place,28.6425,77.17815,low
3,705,Lajpat Nagar,28.57079,77.23653,medium
7,1207,New Delhi,28.642194,77.2215,low
7,298,Lajpat Nagar,28.57079,77.23653,low
3,1123,Saket,28.518,77.206,medium
5,629,Rajiv Chowk,28.632818,77.218264,medium
1,373,Mandi House,28.62588,77.2341,low
5,418,Patel Chowk,28.62295,77.21389,low
4,126,Mandi House,28.62588,77.2341,low
7,155,Malviya Nagar,28.52798,77.20565,low
6,865,Lajpat Nagar,28.57079,77.23653,low
4,94,Jor Bagh,28.58708,77.21209,low
1,992,Hauz Khas,28.54335,77.20667,medium
2,683,Mandi House,28.62588,77.2341,high
3,1114,New Delhi,28.642194,77.2215,medium
7,425,Kashmere Gate,28.6675,77.228167,low
5,535,INA,28.57526,77.20935,low
2,736,Jor Bagh,28.58708,77.21209,medium
6,1347,INA,28.57526,77.20935,low
3,65,New Delhi,28.642194,77.2215,low
